influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		
0.000000000000000000e+00 2.174023149146440959e-01 7.576046239231094548e-01 2.003845980383305654e-05 2.437012056623626410e-01 1.019114408349778668e-10 4.727974858610199504e+00 0.000000000000000000e+00 7.996783305505431039e-02 6.086343543453941463e-01 3.091865438601448669e-10 1.128922527928505053e-15 2.593487902776817414e-02 5.194232433917784322e-06 0.000000000000000000e+00 7.278469968820948030e-03 9.362603540906716759e+00 5.745349299445514646e-01 4.841579491593903106e-03 4.655151137229216474e-01 8.074767943157661776e+00 0.000000000000000000e+00 3.437618403214960594e+00 3.059282429322775004e-04 3.938876931616598978e-04 1.088146191037772992e+00 6.901027042966278004e-04 8.636687251283641231e+00 0.000000000000000000e+00 3.124895856407171237e-03 1.031292038373754131e-04 4.413405001366744722e-06 2.807241031134969336e-16 4.370790976271555941e-04 2.363376529925220459e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.182507904881332755e-02 6.827162803789499357e-01 1.944399962462454789e-05 2.337380374128884830e-01 1.590356478872233545e-10 1.435417828211538183e+00 0.000000000000000000e+00 8.242486224863343480e-02 1.049615981109789820e+00 3.251037593753428180e-10 4.704227759093571931e-16 2.097826020735935049e-02 8.511308043779039701e-06 0.000000000000000000e+00 6.049333185659564599e-02 8.528439800506767199e+00 3.847855177335073873e-01 4.419352203535280299e-03 1.414634865421913190e-01 7.181724417478299927e+00 0.000000000000000000e+00 2.548170264925527562e+00 3.277013210832307620e-04 3.661487782587787162e-04 9.953404919447330634e-01 2.354664754619438625e-04 4.986313927616244257e+00 0.000000000000000000e+00 1.439965993867775400e-02 8.817217935371863971e-05 3.742729368000750036e-06 4.181314916175372772e-16 3.855785191063037598e-04 3.761549690262075418e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.617867393624692340e-01 1.675330588597808479e+00 2.160265781248006919e-05 2.811228707724051645e+00 1.174531674240314888e-10 3.914407712516277282e+00 0.000000000000000000e+00 2.566019786875544995e+00 1.937290732886964018e-01 2.301103285658434421e-09 3.243591444794101439e-15 1.460822552090114412e-01 1.023122214008126162e-05 0.000000000000000000e+00 1.484193267535119931e-01 8.737358535412356630e+00 8.892130779822149389e-02 1.073639615025973743e-02 2.268120879664608514e-01 7.264705491317426045e+00 0.000000000000000000e+00 1.273370627317404580e+00 2.145862228725492656e-03 8.784862024439580187e-04 1.689126731513378443e+00 2.364014027804053441e-04 7.739829390204993942e+00 0.000000000000000000e+00 4.510379428354975746e-03 1.569080358812748759e-04 1.656870174212816375e-06 6.724222390487477803e-19 7.790955723343296084e-04 7.747513575477477099e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.366778057337106445e-01 7.576005946334949392e-01 3.928502012635312667e-04 1.766689700705736721e+00 2.065030688240203672e-10 2.849345679736182468e+00 0.000000000000000000e+00 9.122990788592233447e-01 8.579722236540267277e-02 4.051288025376506732e-09 2.173969147837906062e-15 8.007865427842175698e-02 2.184721066761081712e-05 0.000000000000000000e+00 2.934619438012498090e-03 2.274377053450838737e+00 9.920614549369682900e-02 1.571537557048321293e-02 7.869622641772579252e-02 9.493118560816899532e+00 0.000000000000000000e+00 7.746166662420796989e-01 2.651031750734555124e-03 1.147860772644802228e-04 1.455180640285380633e+00 4.562198860771608669e-04 4.951694811517407757e+00 0.000000000000000000e+00 8.152402903938671744e-03 3.102834970364639722e-04 1.217004810912563899e-06 2.120516509669008063e-18 8.890264111286741910e-04 4.994406079570612444e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.272317253013008020e-01 4.031297561205227642e-01 6.461275263440495378e-04 2.282674390433265366e+00 1.193695468955887918e-10 1.254990714478982639e-01 0.000000000000000000e+00 2.790574451212954332e-01 2.548019646062648635e-01 4.507751683404069396e-09 7.972234836646070782e-15 1.799143016552634256e-01 5.344004504627825507e-07 0.000000000000000000e+00 2.050886983853486122e-03 6.040024855208363519e+00 1.233817387970247564e-01 1.230887591868819360e-02 1.447765407332516838e-02 6.312593421819568285e+00 0.000000000000000000e+00 6.072643859675063149e-01 6.410962234363580710e-03 1.228846676563746831e-04 1.031917875953303199e+00 5.140643728480213948e-04 6.099165054877619063e+00 0.000000000000000000e+00 4.243777007837606224e-03 5.452911373015602520e-04 8.622303868786089421e-07 2.086925832549444038e-18 3.210330108679116333e-04 6.559496672287602470e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.874422264831222762e+00 2.737057903845739881e-01 7.719548524190227804e-05 4.628975578195725582e+00 1.215757742357565415e-10 1.467764027132754667e-01 0.000000000000000000e+00 2.737356223909458430e-01 5.191770849196338661e-02 1.406399551746576110e-08 1.135098903481471674e-14 6.483869343793663420e-02 5.634467137097951015e-08 0.000000000000000000e+00 6.155029030831245338e-04 9.470865415706912316e+00 7.829407197808019303e-02 2.016534513632869396e-01 4.225194740736113765e-03 2.752885297057170444e+00 0.000000000000000000e+00 3.454440336453581395e-01 4.613477639814497766e-03 1.239816340775326065e-03 2.195868833558133559e+00 2.764838075564924041e-03 4.679224649053975504e+00 0.000000000000000000e+00 5.122212015474425273e-05 5.602333475122799533e-04 2.268814045489648790e-06 1.421566712156079356e-17 1.277140593948165566e-04 2.950972163461413333e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.664112419629788064e+00 2.024180018558059124e-01 8.455410736978040181e-05 4.190071212572742176e+00 4.168086874262798945e-11 4.679991422675007506e-02 0.000000000000000000e+00 1.408228746488387750e-01 2.257092361238630801e-02 1.320549421533599159e-08 2.923061649636230906e-15 5.630521567949606232e-02 6.096998119000445203e-07 0.000000000000000000e+00 2.082027926419988215e-03 8.221386641880231494e+00 4.958449502597768177e-01 6.720895117452616030e-02 5.550667618237773056e-03 3.926558798060416855e+00 0.000000000000000000e+00 4.080037146785352453e-01 5.312384671512220685e-03 1.138844691394915939e-02 6.134748286542976103e+00 1.663576008035871174e-03 7.247915492652612812e+00 0.000000000000000000e+00 4.004618019125431508e-05 1.414787132416373905e-03 2.032983023298565002e-05 2.944576308718893675e-17 1.788401704009576828e-05 2.637613505086964238e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.965568626228824556e+00 5.168497826973706549e-02 7.000660909127384398e-05 3.717900401616271999e+00 1.247870769674954488e-10 4.338673216071036592e-02 0.000000000000000000e+00 1.879684834858782461e-01 1.283188323869548578e-02 4.549002845793518233e-08 4.295734916274788172e-15 4.600834143156881662e-02 1.712546065566860745e-06 0.000000000000000000e+00 6.302289200768083910e-02 3.662160905285073653e+00 1.384227085346110275e+00 8.687902559278948625e-03 7.516300756311362560e-03 3.267565751229929205e+00 0.000000000000000000e+00 8.689460487544468092e-01 7.973321697776876438e-03 1.865557192587986510e-02 5.570658974468395641e+00 1.502348077065484601e-02 4.650279029573569645e+00 0.000000000000000000e+00 4.484827279475626141e-06 1.427007675532895132e-03 3.334678950260808753e-05 6.755340349110394824e-17 1.281762944102425507e-05 1.937349429593099304e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.322590515010648282e+00 7.595845112918625519e-02 3.433232292512211755e-04 1.550414666844185385e-01 7.742201440882214187e-11 7.963281916134956617e-02 0.000000000000000000e+00 5.686425015533153049e-01 1.067724327034095914e-02 3.925717077101277918e-08 7.188287514750490153e-16 3.350502038111027175e-02 1.698484714005078121e-06 0.000000000000000000e+00 1.028258315058962341e-01 5.875123318311290532e+00 3.005771691428867354e-01 2.496141625380239246e-02 7.365380766196521524e-04 4.402846438818086572e-01 0.000000000000000000e+00 6.934965257738746613e-01 1.080023988222381798e-02 5.850287266825864377e-03 7.204237196246627839e+00 2.104649687875160581e-03 1.467129035964743755e-01 0.000000000000000000e+00 6.491542358999364348e-06 2.460596697906200069e-03 1.407503689509067245e-04 2.700516945855666276e-17 9.161852271662663182e-06 2.294694850368235173e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.989899210575869049e+00 7.050174080956485012e-01 1.312216710673855960e-05 8.271825584485237304e-02 5.969355816677583361e-11 8.972576883695750072e-02 0.000000000000000000e+00 6.758346924447903303e-01 3.097846708443411506e-02 4.214354615972114043e-10 7.608523431859018369e-16 2.611916724472473569e-02 1.688209782924479609e-06 0.000000000000000000e+00 1.696753214562100875e-02 2.657809783623360733e+00 6.602728002798562146e-02 3.113433027341604327e-03 4.762458872131066813e-03 2.134073026803329665e+00 0.000000000000000000e+00 2.222881442322436896e-01 1.000879946556279369e-02 2.329921036500740700e-02 6.947402536150646846e+00 6.336277384402768048e-04 4.902173441493851841e-02 0.000000000000000000e+00 4.058501148434814319e-07 2.278664450673982631e-03 3.384921196717526753e-04 2.534655606011908681e-17 7.319628493025572875e-06 2.018503188019027395e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.380198825577584110e+00 7.034754134940908177e-01 9.466461486605530476e-06 8.903774662679378449e-02 8.134463001898065204e-11 1.175075207157925405e-01 0.000000000000000000e+00 1.045909702133469343e+00 9.706211961762687898e-03 1.653771846570739486e-10 1.640109895264151021e-15 1.222744993595746982e-01 1.527125966858085796e-07 0.000000000000000000e+00 7.501184893518609946e-03 7.400857132147288020e+00 2.533522903375661460e-03 5.787065605262281358e-03 3.452584020383724951e-03 7.425806535926732233e-01 0.000000000000000000e+00 5.557745466413815949e-01 6.163128962381439480e-02 1.890630108047987035e-01 6.356370920691895243e+00 8.834225955034037767e-04 4.906258503440447810e-02 0.000000000000000000e+00 5.218675601885906266e-06 2.936394968833725208e-03 2.693358787727685244e-04 1.621823081091238680e-17 3.380273868664682134e-06 5.837662013490326762e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.814520883842200005e+00 4.425485829701188423e-01 1.002624139690395489e-05 4.224135180889309060e-01 1.089911236975620135e-11 3.146867084862119135e-02 0.000000000000000000e+00 5.833365735493737381e-01 4.834722161310026599e-03 1.042703571599368302e-10 1.662462985722086092e-14 1.378116092855822747e-02 1.514856414987700359e-07 0.000000000000000000e+00 5.334735690118800819e-03 1.707728650135936777e+00 3.090194199062726473e-03 3.479715498345855012e-03 4.978725022521112396e-03 1.347804591390836970e+00 0.000000000000000000e+00 5.600149506444499492e-01 3.023419115533920384e-04 2.122209835764229113e-01 3.525149697288698647e-01 8.991285406741795962e-04 9.768190708202260236e-03 0.000000000000000000e+00 2.192412907616470883e-06 5.400863577227194533e-03 2.732748809057392492e-04 2.643474702889010183e-17 1.224072949387568777e-05 4.681238010745629730e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.198600654072468963e+00 1.664118303252311248e+00 1.306449882119382897e-05 6.408238808181654367e-01 8.288400044981018759e-12 7.884095800821662448e-02 0.000000000000000000e+00 2.571495928776771578e+00 3.833266430657529707e-03 1.335817223158700753e-10 1.498658542058163391e-14 1.485413157757274442e-02 1.416011461177586007e-05 0.000000000000000000e+00 3.222389408691077924e-03 4.115230769420909596e+00 1.837119656641858501e-02 2.891432697144590523e-03 4.288083861572599548e-03 1.340873972596799746e+00 0.000000000000000000e+00 7.247261398214470685e-01 1.523889683698321507e-01 9.270885288073488217e-02 4.201849977440768463e-02 3.409363374960781498e-03 5.187774386714961300e-03 0.000000000000000000e+00 2.127400333754658070e-06 5.986062218780324046e-03 2.777351566528849487e-05 2.345238378486734381e-17 2.093115178071505803e-05 4.235885941890109030e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.103929786845913696e+00 5.634021586082606170e+00 1.283229008282206344e-05 5.820564013621916999e+00 8.149366709464149974e-12 1.323912969961196229e-01 0.000000000000000000e+00 1.360506534621253039e+00 2.121474490056131021e-03 2.686747262822937523e-11 8.607498454729823643e-15 6.123603865460992834e-02 2.791341498856113901e-05 0.000000000000000000e+00 2.409647157953489268e-03 8.792987631194705500e+00 6.860995370889211298e-02 1.772884572693392835e-01 3.660153265754461597e-03 1.246940033598366249e+00 0.000000000000000000e+00 1.371923492515008558e+00 1.607354304782756260e-01 7.886919250300777895e-01 5.989766695775482902e-02 3.215385415593424549e-03 7.860721452319469060e-02 0.000000000000000000e+00 7.908133902433990341e-07 1.584336849941805295e-03 7.871602794036757248e-05 1.715576370756984195e-16 5.295083016272670639e-06 1.046444007038561885e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.748671889938406387e+00 4.445278668038464609e+00 4.089580802213048832e-05 2.570329718380438777e+00 5.383749304066389393e-11 1.223034061138772999e-01 0.000000000000000000e+00 6.241568748421366664e+00 2.777492514857462114e-03 5.010361072142973623e-11 2.439432604187349540e-13 1.842370291898123291e-01 2.444782862542051874e-05 0.000000000000000000e+00 3.042294738648494007e-03 6.182234782614235868e+00 7.778310213872027812e-02 3.612046550816697121e-02 1.750536179941399387e-02 2.321474378736032573e+00 0.000000000000000000e+00 9.365627972820508296e-01 1.291947480531677461e-01 1.010795197037963167e+00 2.104057255382748778e-02 2.508252312729714831e-03 3.356236049581503146e-04 0.000000000000000000e+00 2.083020244719779441e-07 6.952570337972623126e-04 1.195106150975247257e-04 9.560855798782796776e-16 6.301188518745708301e-06 6.251053903442648441e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.108901073508856250e+00 7.430603401615254455e+00 7.536581618545830537e-03 1.921577824448224003e+00 2.787267348077640195e-11 1.357734527188760205e-02 0.000000000000000000e+00 5.811883034065983722e+00 4.601627197025893166e-04 2.589814329280720578e-10 3.623879066115532915e-13 1.292240625760666776e-02 2.224100706343118286e-04 0.000000000000000000e+00 3.807276885170425736e-03 2.107228276611257112e+00 1.570108304825507395e-01 2.083292359504766364e-02 1.065633648454279540e-02 1.289596065434390981e+00 0.000000000000000000e+00 1.250847448805292972e+00 7.571862062134560034e-02 4.734972164325815802e-01 7.448230900274338713e-03 9.424515766676548265e-03 2.207982209790788084e-04 0.000000000000000000e+00 2.118190526886402767e-07 4.339585694427098043e-04 3.864451654052897565e-05 4.841067974493931814e-17 6.117278996909626465e-06 3.194137307286862182e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.130362877787208120e+00 3.044839663218112946e-01 1.028039521025387107e-02 2.221827138482922237e+00 2.624049673220203828e-11 9.491146765944343325e-03 0.000000000000000000e+00 4.844180032630013955e+00 2.975362262403124462e-03 2.261291315034130165e-10 3.171083171811540311e-12 8.333914522858216350e-03 2.111787318518172987e-02 0.000000000000000000e+00 5.233828324710625840e-03 1.821359535287736975e+00 5.526888013273119071e+00 4.148330577039704287e-02 1.104203800171220731e-02 5.351525321901178245e+00 0.000000000000000000e+00 1.901471030439158660e+00 7.346509220447926258e-02 5.192898300592877492e-01 3.902791377788258909e-02 7.886809402797305760e-03 1.131561841988843560e-03 0.000000000000000000e+00 1.244070788641014572e-07 4.337362383387248369e-04 8.023141274729513463e-05 3.178305266898697981e-17 3.450388142905693118e-05 3.872797398359788978e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.303840818026352766e+00 3.370195535934765729e-01 3.291026335920842899e-02 1.597933516070405346e+00 8.847157616496365481e-12 5.731627184960981503e-02 0.000000000000000000e+00 8.304764669571886415e+00 2.232441514356902842e-02 9.603506852004080251e-09 3.718348130365673380e-12 2.864558110755524578e-02 9.134860856042684718e-01 0.000000000000000000e+00 7.438147236772831364e-03 6.568297896245256062e+00 3.738971695364252668e+00 1.556421034140441417e+00 3.986356491818211778e-02 6.857691754425299102e+00 0.000000000000000000e+00 1.651089264522748623e+00 5.448261122353884739e-02 4.937043772544291165e-01 8.051423671800412435e-03 1.335742399597842885e-03 1.335848870489616093e-03 0.000000000000000000e+00 2.818747169127944974e-07 5.284711747517792119e-04 4.549850087790691957e-04 1.884889916350496306e-16 8.273899563506839842e-06 4.305666438273902052e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.041568182922874231e+00 1.282009801847746377e+00 3.489085976022373442e-02 1.195693636870668541e+00 1.194258198668714896e-11 8.945741613998885178e-02 0.000000000000000000e+00 8.305813274439360683e+00 1.827975763573375656e-01 3.543118704930677202e-08 6.576615789683357659e-12 1.818919719834502123e-03 1.046294395130301869e+00 0.000000000000000000e+00 1.448346124437204507e-01 4.086853500073449830e+00 2.165675145901225562e+00 1.596897861754336345e+00 1.824650713217406406e-01 6.636896594437813324e-01 0.000000000000000000e+00 2.011976213616919473e+00 5.982387527420758577e-02 6.359638528685154224e-01 1.382816361805779817e-03 8.802168852184196878e-04 1.141140794166121443e-02 0.000000000000000000e+00 1.225852437712408000e-07 1.614873266526547320e-03 5.912419141714311648e-03 4.328603768360662120e-15 2.225890753339758937e-05 3.847242616442878127e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.129105036706345322e-01 4.131757911468890154e-01 3.283594308947022228e-02 1.251626004811637438e+00 4.334344386797873663e-11 1.199358835142142476e-01 0.000000000000000000e+00 8.178847266475022693e+00 2.786776224380998340e-02 1.118097082969427583e-07 2.071313544178721867e-11 8.064784579075470706e-04 2.915545405380766397e-02 0.000000000000000000e+00 4.432781841447740179e-02 4.453344029257209513e+00 1.347202725392228961e+00 1.201341923972196746e+00 2.126839845355708580e-01 7.712199500771599325e+00 0.000000000000000000e+00 2.711276122635984942e-01 6.834106846276788438e-02 9.106877218698921084e-01 1.163872785626724306e-03 8.966628417263835821e-04 8.066361469297162953e-03 0.000000000000000000e+00 3.394954606013492919e-08 6.715889211687866081e-03 2.639158815620699233e-02 4.453316089861269607e-15 2.751357086978339323e-05 4.708876088620382205e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.275641530587311001e+00 1.147204353019167122e+00 3.560669199965255105e-02 1.665655343987765047e+00 2.259065212929818282e-11 8.527397740877870613e-02 0.000000000000000000e+00 1.948879746037799343e+00 1.121148145419998549e-02 2.464021967237404673e-08 2.174439504221921250e-11 1.524435658950148553e-03 2.515142202444287448e-02 0.000000000000000000e+00 7.541299719960195200e-03 7.880125109003401462e+00 1.635127015774122894e+00 2.525079636775285352e-01 2.375348130400724012e-01 8.910261548314725388e+00 0.000000000000000000e+00 1.858754099891516687e-01 1.138279951003159790e-01 2.100285526993290297e+00 2.848921341774393644e-04 5.756431259228828295e-04 8.606277728156540990e-03 0.000000000000000000e+00 2.141670143494624071e-07 2.096805790856422907e-02 1.041728438013053981e-01 3.198341695648313415e-15 1.467521982890999465e-05 5.410281624025233604e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.495013456721203671e-01 1.628550162921624578e+00 1.017354113969054508e-01 2.983722616969028074e+00 2.110157016408990073e-11 3.277045284358647698e-02 0.000000000000000000e+00 2.128166549179679734e+00 1.430747893963209803e-02 4.366972762021677109e-07 2.777169476354623838e-11 5.787219060928009730e-03 1.727052787548312429e-02 0.000000000000000000e+00 3.900199172208150978e-03 7.123357978586733807e+00 1.381810201470705435e+00 9.677426099127080239e-02 2.220617093680159193e-01 8.103524403874496684e+00 0.000000000000000000e+00 4.575030862754189687e-01 1.520220478994998570e-01 2.630010265228151400e+00 3.235803820992518313e-04 1.678620451281531700e-03 3.886675594735026443e-03 0.000000000000000000e+00 1.237610847264774536e-07 1.429038473860773546e-02 1.448398805795142463e-01 5.013357085399661005e-15 4.788510111797174301e-05 5.516535097591739323e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.720423873209372734e-01 1.591385098038501367e+00 1.331141157700105604e-01 5.612367408121314849e-01 1.947897854932414844e-11 2.389166635013094050e-02 0.000000000000000000e+00 2.928642649505918683e-01 5.147983743008111707e-03 2.329665082341214017e-07 3.969791084879396109e-11 9.463182436899103545e-02 1.261983641067583942e-02 0.000000000000000000e+00 4.133282532816692952e-03 7.039020589953280727e+00 1.327752055216177007e+00 3.218625491730155996e-01 2.574754208153895441e-01 3.819484958873368363e+00 0.000000000000000000e+00 4.923328697872562665e-01 1.493689308739471096e-02 6.829379327369885511e-01 9.054780480225532800e-05 1.627896530347924635e-04 4.587588624517646881e-03 0.000000000000000000e+00 1.414531517055520891e-07 6.364665638069872365e-03 1.943429570035652976e-01 2.745013727807016803e-16 3.120264224951833535e-05 5.680851991705212711e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.874458209679312481e-01 1.599364392621034581e+00 1.079752660617853549e-01 6.975899177192567135e-01 9.886424785883410123e-12 2.618349576528984368e-01 0.000000000000000000e+00 1.018190950672120954e+00 2.315760525057112412e-03 5.245492378093100242e-07 2.446177264368623834e-10 1.163868851913693742e-01 2.080590749595464806e-01 0.000000000000000000e+00 8.281778347150908770e-03 2.755247907865174817e+00 1.443290044606293510e+00 4.256893779387846410e-01 5.742637705225227956e-02 2.127196261721733705e+00 0.000000000000000000e+00 3.870975313576402455e-02 5.756854470091456698e-03 6.385492021123911899e-02 1.356242625048538334e-04 1.887078328946831891e-04 3.284931649052293123e-02 0.000000000000000000e+00 6.554373354640747328e-08 8.317677548252910835e-03 1.940085406562421788e-01 5.545610104400433743e-16 5.548965885672892673e-06 3.966022575410780515e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.823907094047171606e-01 1.801133702805724157e+00 9.587038158112107245e-02 2.247927321774550791e+00 9.105236154319948612e-12 6.758329695197883291e-01 0.000000000000000000e+00 3.278482344554686234e-01 1.277413897532594239e-02 1.152516545120976382e-06 2.167161830363598275e-09 2.373226713485922929e-02 1.204960441206927302e-01 0.000000000000000000e+00 1.601369452411883360e-02 1.713245201446756072e+00 2.333630962439715795e+00 1.351197818168264064e-01 1.285191487332446592e-01 3.020208551593079882e+00 0.000000000000000000e+00 6.751098159923467346e-02 9.366435356654006020e-03 7.479421512676139028e-02 2.781429912858412751e-04 1.561235800734990639e-04 5.419989283131133179e-03 0.000000000000000000e+00 8.424203907868857009e-08 1.831715981504679694e-02 1.882185956027321860e-01 7.739470337747036973e-16 2.706234165323645292e-05 4.220221162917686897e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.889482710388424636e-01 2.140561695380378993e+00 8.115297465258410059e-02 1.587442096926299895e+00 5.104876668210535917e-12 2.418682592263375675e+00 0.000000000000000000e+00 8.015116730402495060e-01 3.509926647471108691e-02 1.172561351477953471e-06 9.351040640575282153e-10 2.789263684720863501e-02 1.264212598871212456e-01 0.000000000000000000e+00 9.932767505263208341e-03 3.113749559375643905e+00 2.420081980004340050e+00 6.680247374377547287e-02 9.852908055227618811e-02 1.177961952840248072e+00 0.000000000000000000e+00 6.374754647556525600e-02 1.934456449608027654e-03 5.201512779231880212e-02 2.782520271085000933e-03 8.152901401230326520e-05 6.808787232441570504e-03 0.000000000000000000e+00 3.579686487553346438e-08 3.476890458801600303e-01 5.598293074659307367e-01 1.487384717819586782e-14 2.958734124733139047e-05 3.501376831742623263e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.032694045827065032e-01 2.396363981295597689e+00 5.280981372166287241e-02 1.072882386760268814e+00 8.963584905568663149e-13 4.599125076435536807e-01 0.000000000000000000e+00 1.367216040160201374e+00 2.892900432752857492e-02 2.053567233982759978e-06 1.301788547293750271e-09 2.104420602721606207e-02 7.963758893395059268e-02 0.000000000000000000e+00 1.124673160751582177e-02 6.905509436406531698e-02 7.161213295357859110e+00 1.036497058093611701e-01 1.433260427226842049e-01 5.561938693851276039e-01 0.000000000000000000e+00 6.064081266856665570e-02 4.284082129334401516e-03 7.291019771545345640e-02 2.324963990889251098e-01 2.113370751539491983e-05 3.229007565585559607e-03 0.000000000000000000e+00 1.454303014526908088e-07 7.650272759266275591e-01 3.420827021022594949e-01 9.507866809838041530e-15 1.170769736486443091e-05 3.589217219754086141e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250127098686819926e-01 3.762483124772367793e-01 1.156427706310184447e-02 1.333829645718293877e+00 7.145901668617864591e-13 4.617587224377709548e-02 0.000000000000000000e+00 6.675762245283639595e-02 2.209540954671875695e-02 1.333964112027115486e-07 1.977548031956707499e-09 2.289719211422976131e-02 1.547012776187399741e-01 0.000000000000000000e+00 7.291054382943486754e-03 7.193783259559489995e-02 8.637004368899225071e+00 1.505242332162140539e-01 2.283404948880855823e-02 8.855021720384355088e-01 0.000000000000000000e+00 1.121625443945691025e-01 4.374317818180900597e-03 4.593335750574632087e-02 6.503920086520929844e-02 2.249971780161610848e-05 6.244323594317926661e-04 0.000000000000000000e+00 6.097675208950356712e-08 3.419103984046967248e+00 1.454185704404144852e+00 4.339582292449413845e-14 2.188075649145933965e-06 8.484435500680876929e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.725579407696094247e-01 1.730795185070620190e-01 5.673377237751922042e-01 1.621545916350007888e+00 3.382359682027333142e-13 1.409401194508577877e-02 0.000000000000000000e+00 2.090769628626614196e-01 1.016657964817864190e-01 8.105661417195660715e-08 1.968982858384978533e-09 9.707794601092809006e-02 2.318250826229853456e-02 0.000000000000000000e+00 3.034294724776954912e-03 2.240450276034224308e-01 5.029779247111029861e+00 2.979694872036569575e-01 2.309816016444584882e-02 5.274678645464999649e-01 0.000000000000000000e+00 4.056214938389302027e-01 4.732804255386937470e-03 4.677393478914385061e-02 4.837620232737201847e-02 1.454835797553566706e-05 2.143432815982051695e-03 0.000000000000000000e+00 7.894828975524643487e-08 5.662757183925406501e+00 1.008424457670837660e+00 5.731359736935988511e-14 7.428496975938276863e-06 3.592282186614838224e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.849891086304033649e+00 1.258227605070179611e-01 1.542984246210010291e+00 1.815963013908154844e+00 2.220565986934271915e-14 1.272421752424372256e-02 0.000000000000000000e+00 3.033953245465961790e-02 1.208414101976983179e+00 4.046568082899731666e-08 5.473683720303069557e-09 1.652955496030152627e-01 1.905218159660690413e-02 0.000000000000000000e+00 1.805906514281469975e-03 1.911151849351701904e+00 2.881017680612529830e+00 9.941986279725395503e-02 1.748403802506989443e-02 2.235227809036779867e+00 0.000000000000000000e+00 6.219682278520707874e-02 7.297147810136715880e-03 1.187781748355415390e-01 4.263250975449391078e-02 1.568263790759456754e-06 1.453017182314439611e-03 0.000000000000000000e+00 2.049583983810669303e-07 7.900617198209510583e+00 1.245482750887701329e+00 4.302192030069169918e-15 2.343488556747396970e-06 8.211752106596625467e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.481509360900838956e+00 2.041028895854072114e-02 2.189350120719302684e+00 3.781003218164361357e+00 2.486008243775354365e-14 7.401164715353626689e-02 0.000000000000000000e+00 3.355414678602693102e-02 4.863950642692806525e+00 4.915620567653652029e-09 2.315825115734749247e-08 1.526756838874034683e+00 2.874344424528657051e-03 0.000000000000000000e+00 1.717844246008325962e-03 3.597147370100989505e+00 1.723456929370513313e+00 7.004676518999398971e-02 1.454176187176216099e-02 2.216727698312457751e+00 0.000000000000000000e+00 1.292300557858486187e-01 3.674238310541648195e-03 1.351759714723874906e+00 1.315502199460289248e-02 6.668970325208371212e-07 5.523384654025689615e-03 0.000000000000000000e+00 3.212293066266623927e-07 7.886205181737543590e+00 2.930397595240667119e+00 3.636397851168000942e-15 2.429665085366515903e-06 1.672873167903010660e-01 0.000000000000000000e+00
